metabolite,A002,A004,A006,A007,A011,A012,A014,A015,A016,A018,A020,A022,A024,A025,A026,A028,A030,A031,A032,A033,A035,A036,A040,A041,A042,A044,A045,A047,A050,A051,A052,A056,A057,A060,A061,A062,A063
Methionine,0.377755586,0.706067697,1.455975219,1.267387814,1.720757756,1.029162131,0.567819179,0.678655215,1.671207421,0.233417345,1.470180835,1.095571609,0.558152215,0.526451111,0.42988755,1.324979345,0.96438123,0.72678699,0.848786162,0.609953496,0.985719356,1.109570743,2.110567604,1.471193767,2.176813631,1.025690256,1.055493994,1.163258955,0.872439692,0.662416825,0.756417346,0.496177394,0.916426693,0.958603985,0.67748708,0.564869852,0.262892931
Methionine Sulfoximine,0.01046577,0.003398177,0.00612381,0.001202079,0.001718292,0.002353068,0.002027199,0.003319207,8.04E-04,0.001481569,0.002446132,0.001153791,0.002933685,5.83E-04,0.002831611,8.92E-04,0.003058802,0.001876565,0.002121289,6.91E-04,0.006465217,0.001814163,0.001867171,0.00350881,0.001062984,0.001057991,0.002214768,0.002074359,8.78E-04,0.001939329,9.63E-04,0.000926142,9.08E-04,6.70E-04,0.001104026,0.008685134,0.004301682
Methyglutarate,0.00410255,0.002849251,0.004159772,0.002917689,0.001389984,0.00135234,0.003871856,0.003223718,0.001120924,0.006567338,0.001952096,0.005429906,0.001639523,0.00291717,0.001688711,0.002216729,0.008838727,0.006755068,0.007767463,0.001143134,0.016360399,0.002049493,0.001759456,0.001660171,0.001496842,0.003560602,0.004009162,0.004259762,0.002960529,0.003682329,0.001581259,0.001841818,0.002933758,0.001918604,0.005800138,9.54E-04,0.003368207
Methyl 4-Aminobutyrate,0.149121829,0.120358984,0.214396502,0.135553041,0.046489232,0.08762473,0.066533242,0.079397047,0.078789607,0.262265047,0.041370409,0.070171884,0.070199071,0.046425301,0.073457138,0.066693393,0.148234046,0.177350249,0.086826827,0.056142438,0.366892111,0.081096181,0.045035978,0.036530562,0.057113798,0.080754377,0.107937014,0.128812254,0.090739526,0.082359822,0.047672763,0.061756376,0.120664925,0.059087977,0.139708382,0.105591365,0.767892195
Methyl Galactoside,0.002241799,0.001872468,0.004821109,0.004136958,0.022936817,0.021959726,0.010178782,0.029506201,0.022534686,0.004622059,0.010768556,0.033464143,0.02435343,0.008577868,0.006427319,0.003618401,0.005545367,0.005114111,0.010214762,0.024261025,0.01041419,0.020341348,0.005187105,0.019427109,0.003281659,0.048403012,0.008999538,0.006575303,0.001944018,0.008808044,0.00597768,0.009671799,0.005450637,0.014495592,0.004411463,0.001339728,0.003504693
Methyl Jasmonate,0.021916144,0.025378181,0.012495757,0.015800645,0.005727758,0.02274706,0.053286814,0.038909597,0.039941624,0.039450893,0.009801872,0.017298983,0.022418381,0.017673607,0.029159096,0.032428996,0.043004554,0.039171439,0.029804223,0.023823091,0.005111444,0.011654278,0,0.002271271,0.009674917,0.024628178,0,0.039288292,0.0205672,0.031409213,0.032008472,0.0047684,0.015016983,0.013151999,0.036130951,0.015958214,0.023046916
Methyl Vanillate,0.046968344,0.025859772,0.003846732,0.065241889,0.00679706,0.033687054,0.051723838,0.030393708,0.023458854,0.070521857,0.014251796,0.025874065,0.032607044,0.009720181,0.009640102,0.03197971,0.062246961,0.099682295,0.040951614,0.015759484,0.031533975,0.012438484,0.013108484,0.01460044,0.01618536,0.04272825,0.007124382,0.045622001,0.043105071,0.027212475,0.019695306,0.038396891,0.021211296,0.021777096,0.070021572,0.051987625,0.015368936
methyl-lysine,0.050159609,0.021867121,0.017657735,0.083727178,0.038360056,0.018150445,0.050959689,0.015434001,0.033585411,0.00323334,0.039489937,0.040974828,0.052472335,0.03124796,0.071081355,0.004846002,0.006534078,0.004427893,0.036567306,0.032510162,0.296110048,0.123113622,0.011619058,0.1259742,0.064726212,0.015397273,0.039625802,0.061834347,0.00686234,0.003260611,0.045920576,0.166034124,0.019887075,0.137349995,0.012062371,0.007179112,0.006010106
Methylarginine,0.011898132,0.003344299,0.019356011,0.022672012,0.020918809,0.00604583,0.015896327,0.018747177,0.014825434,0.00199054,0.0099943,0.005216183,0.017967049,0.011574966,0.017213193,0.004808286,0.006916666,0.00605276,0.010547121,0.01110716,0.004484655,0.009773045,0.008066863,0.081761631,0.055037947,0.03701382,0.016500247,0.002971923,0.003415332,0,0.027037827,0.010111503,0.007407847,0.009455874,0.006453892,0.005731513,0.004894517
Methylguanidine,0.001340966,2.91E-04,0.003265858,5.89E-04,2.15E-04,4.12E-04,0.001100729,0.002045033,4.92E-04,1.98E-04,1.99E-04,1.83E-04,2.87E-04,4.38E-04,5.20E-04,7.20E-04,0.003310332,0,8.00E-04,0.001604893,0.005657302,0.003340791,1.95E-04,0.001092479,1.33E-04,3.35E-04,6.11E-04,8.50E-04,5.78E-04,0.003461917,3.04E-04,6.70E-04,5.94E-04,2.89E-04,0.001804099,2.75E-04,0.00229774
Methylmalonate,0.004798575,0.003399999,0.00699033,0.007244182,0.001355834,0.002667251,0.0065898,0.003968428,0.00301962,0.005077017,0.003925451,0.002983148,0.002114406,0.001910564,0.001872912,0.007625845,0.004495416,0.004086394,0.005242558,0.001439548,0.016568795,0.004951315,0.002623407,0.005168474,0.001660119,0.003546199,0.003585436,0.006052514,0.002212223,0.004936012,0.00456529,0.005579267,0.005212238,0.002955306,0.005444611,0.003472598,0.002845369
Methylthioadenosine,0.009727619,0.010482448,0.032273769,0.005041847,0.001510564,0.004651275,0.0028777,0.00471834,0.00194995,0.015026851,0.002081953,0.003079223,7.17E-04,0.007475355,0.004863963,0.002829528,0.001758691,0.003467895,0.007028503,0.003248247,0.003513994,0.004285838,0.001695123,0.001597083,0.001977705,0.004031774,0.004955919,0.00533293,0.004293272,0.007072761,0.010676777,0.003050716,0.008059703,0.006370195,0.003303622,0.005654254,0.001700749
Mevalolactone,0.03536053,0.015493898,0.149497405,0.028419523,0.052740033,0.023482504,0.017045497,0.018359227,0.03200817,0.032297876,0.062094796,0.015069944,0.031684964,0.035869374,0.013579782,0.022042411,0.247587654,0.170080799,0.01543296,0.076421543,0.05573505,0.009346635,0.079496227,0.051095157,0.025097725,0.010848446,0.119387481,0.029744007,0.174011316,0.250986463,0.01462588,0.011429038,0.023395936,0.006571802,0.15817552,0.022049284,0.042693303
Mevalonate,0.018128679,0.026305959,0.014520933,0.033797275,0.029536832,0.038204374,0.018483227,0.38945555,0.179576361,0.023362847,0.016084232,0.031373393,0.020695995,0.03476105,0.020736243,0.013291921,0.024497218,0.031900225,0.019459182,0.220211473,0.036867098,0.021199084,0.208987576,0.007280764,0.059169734,0.049000663,0.007124555,0.022857323,0.014262082,0.008092866,0.043499073,0.038559645,0.01066459,0.017031738,0.015726823,0.025534481,0.008541486
Monoethylmalonate,0.034881602,0.019618174,0.005690844,0.021256667,0.007355588,0.018843065,0.010938181,0.013516394,0.00830427,0.042364688,0.00617223,0.008748914,0.0121157,0.008120604,0.006824773,0.009392402,0.029790073,0.039743362,0.013654395,0.006136091,0.015841231,0.004949648,0.008313164,0.006229959,0.003988045,0.019925856,0.003096709,0.019896666,0.011433498,0.007170763,0.004298123,0.014012019,0.007285782,0.010061631,0.035766754,0.035256353,0.010330542
Myo-Inositol,0.006449732,0.006166698,0.015736845,0.004272822,0.003740501,0.003702046,0.003007406,0.007314174,0.003168663,0.00561536,0.002867084,0.002323005,0.002633991,0.004609448,0.003009644,0.00292325,0.00294474,0.00529124,0.005551765,0.002309504,0.00379785,0.002366255,0.01474992,0.002683781,0.0016591,0.045675624,0.002521139,0.003291581,0.002070124,0.002714116,0.002139313,0.001577785,0.001837793,0.00284508,0.003401734,0.128650737,0.003546853
Myristic acid,0.768313175,1.689519132,0.517996143,0.62441715,0.805337805,0.504164445,0.477569773,0.381145739,0.339166999,1.079504456,0.207413239,0.26773481,0.411094147,0.559168412,0.853453224,0.434758848,1.107000989,1.243281318,0.853664244,0.232353315,1.114994026,0.218591255,2.958933013,0.30306993,0.600067425,0.853305339,1.382697132,0.693873763,3.554684514,0.556755246,0.424799597,0.834480163,0.32591231,0.284009314,1.945259934,0.634146343,1.39328893
Myristoleic acid,2.85E-04,0.030277005,0.023490222,0.02600121,0.010425989,2.67E-04,1.84E-04,3.43E-04,0.021725306,0.017813911,8.67E-05,0.004351136,0.019871892,0.016254169,0.033494254,0.019316956,0.016805325,0.02650367,3.24E-04,0.01188629,7.45E-04,0.01718323,0.080547515,0.016811286,0.02361867,1.98E-04,0.023678208,0.001962419,2.23E-04,2.08E-04,0.015671596,0.029982027,0.021152831,4.06E-04,0.020998257,0.00985701,0.022551716
N-Acetyl-L-Aspartic Acid,0.454547768,0.040254183,0.191637687,0.09061045,0.10291615,0.261314081,0.131558038,0.024929457,0.217723042,0.093868336,0.009313377,0.161782587,0.093955269,0.084489649,0.347703165,0.007574181,0.073502624,0.068904824,0.281257195,0.192238552,0.149866062,0.045580113,0.005615776,0.017309291,0.143107979,0.004519797,0.227986703,0.219448729,0.409843762,0.082630282,0.337099035,0.046407839,0.174145701,0.048637359,0.307221835,0.008732882,0.057653163
N-Acetyl-L-glutamine,0.088387004,0.030077519,0.008983602,0.052940721,0.035085304,0.00919615,0.011564682,0.023809352,0.029469082,0.023021269,0.019652392,0.01061929,0.012181332,0.01123355,0.013487668,0.021000452,0.035844236,0.020580727,0.035613033,0.022334036,0.106527965,0.018036138,0.062726705,0.015259918,0.071356783,0.009625647,0.018696248,0.05764922,0.03714048,0.022938488,0.025266989,0.014574399,0.015327361,0.016367601,0.028012835,0.005143318,0.013813063
N-Acetylalanine,0.016539138,0.008797332,0.024069496,0.012223869,0.008854979,0.010622819,0.007980896,0.011643333,0.015749097,0.016223698,0.008037224,0.010365133,0.005593641,0.009495297,0.007695392,0.007399897,0.008828967,0.007408458,0.005488073,0.010401627,0.020923124,0.014994756,0.010704876,0.019079453,0.005024134,0.00795419,0.006018034,0.008013791,0.006169643,0.004211717,0.007507085,0.005662145,0.00496257,0.005849907,0.007871411,0.017326558,0.003728593
N-Acetylasparagine,0.01602975,0.012953409,0.011467754,0.023708435,0.054196338,0.010968814,0.016616802,0.140293475,0.044735054,0.01802974,0.011556809,0.012773618,0.005521917,0.01108243,0.014007681,0.008659022,0.015617042,0.023315723,0.006647613,0.027399491,0.229744443,0.027194868,0.058516273,0.297048673,0.019224597,0.025971507,0.023876389,0.02977475,0.010280334,0.013873148,0.013532327,0.022484427,0.038981485,0.019045744,0.043481513,0.021990756,0.006473752
N-Acetylglucosamine,0.122613864,0.08680261,0.2789225,0.076429059,0.149400952,0.132619167,0.113058226,0.176391874,0.133361171,0.032048882,0.179413055,0.042357623,0.080925862,0.077093212,0.049898248,0.038108594,0.124544172,0.112749383,0.048893674,0.241191155,0.034164367,0.067608791,0.604201706,0.108877883,0.210111346,0.611966456,0.032541676,0.166802743,0.057488794,0.117516129,0.160747791,0.046773563,0.153020753,0.118260682,0.053936339,0.009476466,0.043975234
N-Acetylglutamate,0.006301091,0.001362713,0.006375364,0.005089742,0.002686935,0.002165999,0.003957502,0.005720059,0.004281828,0.003682147,5.21E-04,0.005965152,0.002587212,0.001747933,0.004130851,0.0026757,0.004125195,0.004570546,0.007200625,0.001944315,0.006647942,0.001653889,0.001650381,0.003063842,0.001194908,0.001727472,0.003023716,0.009974719,0.002328545,0.004746165,0.002454797,0.006957927,0.006767965,0.001573888,0.009465569,0,0.0057098
N-Acetylglycine,0.00320687,0.001967321,0.001269426,0.003053346,0.002035662,0.003560923,0.002445124,0.002587201,0.001585369,0.005207752,0.001772739,0.001402472,0.001310798,0.001146764,0.001789444,0.001115376,0.002615708,0.003594411,0.001599043,0.001366567,0.005341632,0.002846678,0.003040169,0.002555914,0.001060617,0.001535686,0.001122367,0.001914099,0.001429786,0.001067988,0.00183835,0.001528552,0.00106957,0.001176389,0.001812332,0.002814137,9.31E-04
N-Acetylleucine,0.029422414,0.034929543,0.031094612,0.018004045,0.025961785,0.028292211,0.015096128,0.024569726,0.101085767,0.013053963,0.017845383,0.012514778,0.013930133,0.015385368,0.016822973,0.020911191,0.03523271,0.015045994,0.019244035,0.080170612,0.076706563,0.026581586,0.034278047,0.019020188,0.026629348,0.003547452,0.022213283,0.010728733,0.003125262,0.010696871,0.026224509,0.039646904,0.009877861,0.017723729,0.013716884,0,0.006382016
N-Acetylmethionine,0.021330518,0.015987626,0.061357507,0.040556555,0.002346751,0.032804616,0.029901028,0.013901782,0.015009897,0.013272296,0.011559847,0.109717401,0.038385063,0.011087771,0.016317523,0.065063362,0.070933675,0.052382666,0.029173367,0.022323726,0.02498361,0.025828422,0.006375676,0.005559759,0.011386814,0.012593013,0.019226787,0.037981673,0.033227229,0.01576271,0.02320624,0.038991068,0.040039504,0.039087372,0.033504914,0.019613218,0.030690319
N-Acetylneuraminate,0.004094885,0.003057047,0.014959644,0.005777952,0.015792264,0.027567878,0.007449963,0.014367286,0.00337968,0.001413377,0.022653171,0.029832404,0.004987775,0.007688666,0.005362661,0.001289377,0.005250463,0.004024268,0.003593381,0.010334294,0.002530352,0.00182593,0.158670621,0.010886859,0.01551845,0.024850873,0.002918487,0.015113917,0.001765095,0.012393019,0.033269766,0.001088947,0.013875466,0.00861251,0.003919428,0.010989233,0.001596057
N-Acetylphenylalanine,0.007038001,0.010846441,0.030461776,0.009567155,0.015472626,0.035980924,0.008497358,0.016306764,0.080803777,0,0.015562577,0.01154342,0.013414415,0.02178894,0.011348693,0.013333093,0.011609905,0.00767344,0.021167895,0.058534153,0.024194345,0.00638953,0.019308778,0.007174691,0.074123777,0.004299756,0.00513168,0.0122806,0.007946466,0.017381507,0.012305646,0.025852775,0.006599474,0,0.016243889,0,0.004144205
N-Acetylputrescine,0.08692049,0.53192226,0.258081101,0.814749309,4.692975698,5.083310931,0.43244507,1.954989739,13.03266692,0.074441118,4.741177234,0.112056746,6.550768515,4.848109101,1.055753248,0.012189026,0.15075362,0.051822694,0.075261084,2.539346145,0.056889939,5.077276835,2.77270646,9.072027047,13.60822362,0.465439276,0.095026197,0.118632241,0.080680009,0.053506176,2.400802881,13.08104039,0.351727146,8.544744788,0.056427221,0.046527513,0.036321195
N-Acetylserine,0.006023153,0.004355755,0.005342507,0.008503379,0.021644552,0.011716906,0.006012107,0.010989034,0.011247534,0.009277227,0.003044523,0.013736493,0.005283481,0.006917436,0.005704456,0.004441889,0.00999813,0.007016676,0.004823831,0.005058605,0.107980266,0.022956147,0.035531941,0.026707538,0.006103984,0.00567075,0.002531779,0.006201316,0.003539672,0.010807052,0.005875681,0.004126326,0.004899753,0.003474921,0.004004729,0.003623733,0.004059033
N-Acetylserotonin,0.009100955,0.006021555,0.017684729,0.006079183,0.0018424,0.001882145,0.008551322,0.002306675,0.001823813,0.007582808,3.45E-04,0.047541526,0.003578305,0.008036404,0.012855453,0.005629797,0.009141037,0.012877085,0.013985109,0.002313432,0.009030727,0.002269765,0.004845619,0.003574259,0.002202763,6.60E-04,0.005759916,0.015930197,0.00542591,0.047379385,0.004702478,0.002632375,0.003246877,0.007165154,0.008633,0,0.004868493
N-Acetyltryptophan,0.016586962,0.006544817,0.017127123,0.032749327,0.010186891,0.005513721,0.008125583,0.010206375,0.022664317,0.00791644,0.016754898,0.016545027,0.00702386,0.012316373,0.006833027,0.008884266,0.019434919,0.021013543,0.012446424,0.008457089,0.013895029,0.011844962,0.030520082,0.00856349,0.030667384,0.042256965,0.018769897,0.029554287,0.023250033,0.012708496,0.011313274,0.012153262,0.019796021,0.010764423,0.012045331,0.003197184,0.006592844
N-Alpha-Acetyllysine,0.647316481,0.125185297,0.445627606,0.453308021,0.088320846,0.408230246,0.279907735,0.372971145,0.567385235,0.440293934,0.145027534,0.471095792,0.178019626,0.377736108,0.391956296,0.214265603,0.150347778,0.316072642,0.507320465,0.215551428,1.034197358,0.515157845,0.091106012,0.774735053,0.374100612,0.045018244,0.129617563,0.408405937,0.242890563,0.383115904,0.191032919,0.328636975,0.742176547,0.29967189,0.29075182,0.008850189,0.411653548
N-Butylbenzenesulfonamide,0.551607979,0.393477762,0.620925027,0.405721188,0.119286377,0.269937261,0.309716343,0.229472254,0.234917199,0.967649888,0.139896136,0.212236747,0.240684177,0.300404306,0.264550429,0.211540021,0.505009122,0.963993486,0.340353021,0.169535743,0.527503279,0.244576133,0.123067671,0.158736737,0.158603684,0.359973112,0.145065745,0.436111621,0.269122887,0.272541794,0.193651077,0.185739412,0.228968487,0.250078957,0.45201701,0.394454796,0.266519284
N-Formyl-L-Methionine,0.091995364,0.063833883,0.003852626,0.085240722,0.132226914,0.018726594,0.009563171,0.011546449,0.032222396,0.183328205,0.007608322,0.010146134,0.011488023,0.002810464,0.006983988,0.014372925,0.03202425,0.087024553,0.021462667,0.00445272,0.022343225,0.007833774,0.007093721,0.012728095,0.011812317,0.012163385,0.004733922,0.015279499,0.018615733,0.006346477,0.00442406,0.010672505,0.007539827,0.010404853,0.009234937,0.063518284,0.003674575
N-Formylglycine,0.005406435,0.005333715,5.89E-04,0.006454691,0.001739103,0.004435277,0.004521,0.004478027,0.003194546,0.01760864,0.002793964,0.003990043,0.004603882,0.001222208,0.001185887,0.003969952,0.00972219,0.013546583,0.006190444,0.002106921,0.009237809,0.002022503,0.001624199,0.002436556,0.001849393,0.004313659,0.001703694,0.006034505,0.005337874,0.00401537,0.001551528,0.00459989,0.002699274,0.003591615,0.005997016,0.005160925,0.002039782
N-Methylaspartate,0.017673686,0.005923679,0.039760659,0.011109387,8.76E-04,0.003167641,0.002815567,0.00219044,0.001628767,0.021157451,0.001050804,0.003193015,0.001744551,0.002012651,0.002752304,0.004259596,0.006646262,0.006830864,0.004724594,9.75E-04,0.00787765,0.002097993,0.001957092,0.002380787,0.001419306,0.00244867,0.001680574,0.008246318,0.005926729,0.002628945,0.002043489,0.002951589,0.001758904,0.00195751,0.014174581,0.011570832,0.003181262
N-Methylglutamate,0.244057069,0.031244163,0.097071686,0.060697123,0.012799339,0.026549677,0.043211854,0.057562893,0.023814344,0.0571992,0.019594226,0.077069547,0.02453503,0.028944253,0.036013186,0.013800829,0.025509453,0.070173048,0.108805882,0.026510322,0.091451343,0.013695274,0.021215619,0.007838039,0.014355463,0.022679169,0.071027002,0.097117773,0.051796991,0.057620604,0.0437088,0.037229881,0.206853294,0.045624536,0.123850044,0.015174491,0.050747189
N-Methyltryptamine,5.59E-04,0,4.76E-04,6.68E-05,9.47E-04,0,0.001676203,0,4.06E-04,5.26E-04,0,0.001495162,7.39E-04,6.32E-04,0.001202872,0,3.11E-04,5.14E-04,3.49E-04,0,0.004334975,0.001067864,0,8.39E-04,0,0,0.001407276,0,2.36E-04,0.002517392,4.60E-04,0.002292451,8.23E-04,3.71E-04,4.10E-04,0,0.001075605
N6-(Delta2-Isopentenyl)-Adenine,0,0,0.031806641,0.017889256,0.006412586,0.00362352,0.016244431,0.013971785,0.013532878,0,0.001398543,0.003215468,0,0.002192132,0.008527571,0.00347414,0.006907946,0,0,0,0.030708715,0.009355372,0,0.005539787,0.002792535,0.010011389,0.00821986,0.006227409,0.003525884,0.009993138,0.003821205,0,0.010021485,0,0.003435538,0.03527615,0.005925825
NAD+,0.123824276,0.023968295,0,0.009642857,0.001845946,0.005122614,0.003532863,0.002349534,0,0.069472849,0.001468259,0.002116291,0.001657918,9.58E-04,0.001530511,9.77E-04,0.006643703,0.006238626,0.003710627,0,0.016028948,0.002176371,0,0,0,0,0.004292179,0.018149469,0.01309348,0.006917175,0.002915966,0.002698164,0.002699689,0.00186738,0.006626539,0.043328081,0.001867387
NAPQI,0.025570834,0.028196007,0.020285414,0.071018157,0.005891271,0.01962899,0.01748519,0.014426523,0.01118693,0.038300062,0.008945747,0.018459325,0.017631403,0.010989994,0.010524859,0.019723407,0.034589757,0.054008204,0.025587575,0.009295618,0.019634396,0.01056955,0.011144158,0.008064409,0.007893867,0.017240828,0.00828233,0.028077737,0.016498877,0.016177644,0.009576648,0.013299904,0.016703787,0.010872908,0.035017285,0.017374177,0.011314873
Nervonic acid,0.012731717,0.007508933,0.026392029,0.01924768,0.001721776,0.002844167,0.009791512,0,0.001127691,0.00835829,0,0,0.012896011,0.005151599,0,0.001428776,0.001477373,0.030406517,0.011518338,0,0.047570052,0,0,0,0,0,0.00975819,0.016392291,0.01320655,0.013032144,0,0.007381796,0.003530949,0.016570103,0.038153577,0.001533799,0.013381296
Nicotinamide,0.005011844,0.236022333,0.006005816,0.002951025,0.010930211,1.099995152,0.458767814,0.155501485,1.121015677,0.00573774,0.109076902,0.861849665,0.491307639,0.151523502,0.043735648,0.003880042,0.04421995,0.015151932,0.008572557,0.20418838,0.028765657,0.448286394,0.304170037,1.021606586,0.512191443,0.217091556,0.003348454,0.030662091,0.003156622,0.014843731,0.005201704,0.547728292,0.015145291,1.840642157,0.007861576,0.019269824,0.005197725
Nicotinamide Mononucleotide,9.55E-04,0.001557427,9.63E-04,0.001758609,0.001787342,0.001981787,0.007709786,0.023829159,8.38E-04,0.003195067,0.004966272,0.003636244,0.001264868,0.006849815,0.022505685,3.56E-04,7.45E-04,6.04E-04,4.63E-04,0.011673396,0.001705311,7.82E-04,0.007095825,4.20E-04,0.002110756,3.88E-04,0.001439826,0.010585795,0.003062648,0.011708953,0.006488211,4.30E-04,0.001277159,0.001385852,5.91E-04,0.001338496,5.14E-04
nicotinamide N-oxide,0.967505479,0.481125238,1.392209881,1.416111894,0.533029339,0.159321315,0.073609341,0.133241337,0.711810568,0.062394507,0.071682782,0.620823912,0.20927451,0.07448264,0.091634516,1.09724852,1.310743503,0.805522601,0.507320465,0.074600657,1.769447041,0.567168973,0.071193,0.62018946,0.592535198,0.060111757,0.466528345,0.430081942,0.75476178,0.613649942,0.408355741,0.209352835,0.58083382,0.707468117,0.764688388,2.398032391,0.44595801
Nicotinate,0.077860194,0.070778525,0.502399814,0.104698474,0.023388203,0.050482826,0.053839234,0.095037131,0.099216023,0.142137445,0.026254548,0.042396541,0.04850133,0.100795175,0.067801004,0.047570876,0.089164211,0.141371028,0.151431842,0.041677712,0.092087036,0.0700429,0.066308494,0.029960779,0.240202305,0.158541631,0.059998686,0.087421631,0.08428831,0.099204475,0.111730869,0.064324077,0.248268413,0.097703214,0.180436157,0.1631283,0.053578088
Nicotine,0,0,0.003111677,0,0,0,0,0,0,0.006356859,0,0,0.006877361,0,0.020724218,0,0,0,0,0.003747585,0,0.004194457,0.002776579,0,0,0,0,0.001241784,0,0.005782404,0,0.005021351,0,0,0,0,0
Nonadecanoic acid,0.019327897,0.041154611,0.010859241,0.023658305,0.001278495,0.024759999,0,0.006560654,0.004775473,0.022114174,0.001001836,0.008786976,0.003076164,0.002275399,0,0,0.012700929,0.027605255,0.003464434,0,0,0,0.008594198,0,0.004771173,0,0,0.004446247,0.011949853,0.014347075,0,0.022547517,0,0.020941207,0.04091772,0.014052202,0
Nonanoic acid,1.963467002,0.977147259,0.029586092,1.493707066,0.270377201,0.774996585,0.816005045,0.732639153,0.505488664,2.617577945,0.463720405,0.427272927,0.718579199,0.235497339,0.192331562,0.469263518,1.697854278,2.045107675,0.926835465,0.344534402,1.018038024,0.3640779,0.320723508,0.297048673,0.301289084,0.909330437,0.131686649,0.884348913,0.551868829,0.625841663,0.216373897,0.525174774,0.367861419,0.419580658,0.999461138,3.458495603,0.279713308
Normetanephrine,0.001982853,0.002113328,0.002057199,0.002487785,6.33E-04,0.001376774,0.001746276,0.001430781,1.12E-04,0.001629412,2.37E-04,0.001140136,0,0.001014113,0.001328114,0.001619966,0.005847598,0.003289468,0.002191074,3.46E-04,0.004552944,0.001174267,7.20E-04,5.97E-04,9.56E-04,0.001144283,4.20E-04,0.001872314,0.00126131,0.002013965,0.001855574,6.61E-04,7.07E-04,8.31E-04,0.005419381,1.87E-04,0.001649391
Norvaline,0.576959067,1.033884842,1.243424093,0.847080631,2.452707463,1.758325584,0.458767814,1.39201439,1.141647868,0.36803528,1.303823739,0.639083438,1.00266865,1.234334526,0.774429778,1.069644784,1.025503984,0.496046353,0.551223197,2.883880547,0.595522054,1.513276169,2.979624852,1.140024638,2.081405421,0.680920422,0.502415141,0.734689867,0.404703706,1.121638305,1.515575335,0.315590091,0.532431001,0.309325887,0.629748736,0.756712443,0.197619092
O-Acetylserine,0.018044451,0.015813066,0.016066883,0.019139827,0.004543684,0.013020032,0.006881373,0.023467091,0.004394591,0.050062186,0.00146062,0.004921271,0.007144608,0.007384567,0.004960081,0.001802791,0.008673453,0.008034546,0.007200228,0.005120793,0.00763335,0.002870763,0.010018151,0.002063024,0.002485559,0.005750494,0.003722083,0.008786314,0.007092766,0.006775893,0.00749555,0.004076446,0.006162682,0.00740313,0.006499598,0.003960892,0.002983795
O-Succinyl-Homoserine,0.005582142,0.006687196,0.003926552,0.009296873,0.01192571,0.022526478,0.013503621,0.013131347,0.006965671,0.010740459,0.002217245,0.011174016,0.008178141,0.016598867,0.003581538,0.002827076,0.004254936,0.014207573,0.004727452,0.010839607,0.031472306,0.006307638,0.004610844,0.006902638,0.004733548,0.009063132,0.007991193,0.00819997,0.006746403,0.002994167,0.008709454,0.007687106,0.002206355,0.030962705,0.00504903,8.94E-04,0.002477338
Octanoic acid,2.176887328,0.590823164,0.329514862,0.743620401,0.623798827,0.670830377,0.53021526,0.547551367,0.395450316,1.575284465,0.251615108,0.339204744,0.387698545,0.164186089,0.143098616,0.465813051,1.276786417,1.657708424,0.600004011,0.205578224,0.824126019,0.257578922,0.219333496,0.151788585,0.211792593,0.521464374,0.080771684,0.755097918,4.139016215,0.816845287,0.152465985,0.357634356,0.286984798,0.277687114,0.885428659,3.890141434,1.881467817
Oleic acid,2.006151067,3.152087932,4.123491862,9.24675803,2.259580892,4.833312033,3.391873507,0.798191077,2.878190558,5.851056583,0.85465958,18.91686978,2.499987168,1.656685135,1.80805646,7.867064862,2.404161658,5.243403819,8.780546508,2.628669879,2.044155714,1.401823751,2.958933013,1.655845645,2.475591973,3.775229683,3.44091042,7.619006023,7.831667936,7.477588701,1.770455093,8.666994744,7.486302563,4.440817183,9.256754167,0.7353966,11.10936817
Oleoyl-Glycerol,0.011801324,0,0.006738536,0.005159031,0.011584557,0.003777053,0.017956352,0.002226992,0.002593727,0.00386078,0.004824639,0.002420078,0.002167063,0.002435196,0.011116524,0,0,0.026931863,0.002644376,0.008190618,0,0,0.014063328,0,0,0.001603378,0.008218801,0.019394658,0,0.008666737,0.009588885,0.017507521,0.017255422,0.003117627,0,0.00499835,0.001655312
Omega-Hydroxydodecanoate,4.47E-04,0,0.001818958,0.041653943,0,0.017367648,0.016485568,0.014677314,0.011969353,0.028009787,0.007644218,0.023157916,0.015569548,0.013126451,0.002920735,0.034729244,0.019459456,0.017579742,0.033913926,0.017777382,0,0.012335238,0.00899944,0.007535491,0.01028693,0.015298285,0,0.031137104,0.001432935,0.010660801,0.016535682,0,0.01713007,0,0.031265616,9.83E-04,0.030459046
Ophthalmate,0.006966854,0.005208655,0.036166923,0.00576315,0.006577106,0.008342723,0.005177023,0.016224388,0.005764139,0.001892328,0.010681254,0.008024602,0.006305243,0.009895001,0.04605766,0.013522528,0.016724411,0.011326991,0.010087304,0.047277031,0.017547727,0.00990281,0.013140413,0.012284705,0.005177285,0.013135117,0.01505856,0.009557066,0.003161441,0.027746867,0.011960453,0.007781522,0.048424337,0.004488991,0.067363798,0.019471154,0.03126483
Ornithine,0.047096548,0.025476545,0.273289761,0.176511025,0.195057838,0.018404122,0.092217342,0.017409909,0.10598411,0.008059374,0.06623584,0.09139965,0.062208621,0.048022183,0.061896313,0.02855798,0.019872586,0.048837701,0.062370142,0.045424791,0.116140328,0.097362124,0.007453881,0.287013245,0.195861085,0.215499561,0.062637692,0.072985591,0.098889711,0.06039598,0.093018718,0.037498443,0.073645905,0.063979785,0.048212816,0.086868128,0.083086613
